AB_category	sample	sum_abund	f_groups
Chromium (Cr)	261_268_20111115_FRAG_BC_261_268_F3_263	6.39587278526139e-11	biocide and heavy metal resistance
Thiazinium	261_268_20111115_FRAG_BC_261_268_F3_263	6.39587278526139e-11	biocide and heavy metal resistance
Vanadium (V)	261_268_20111115_FRAG_BC_261_268_F3_263	6.39587278526139e-11	biocide and heavy metal resistance
Chromium (Cr)	261_268_20111115_FRAG_BC_261_268_F3_267	2.80948408165301e-10	biocide and heavy metal resistance
Thiazinium	261_268_20111115_FRAG_BC_261_268_F3_267	2.07663138683753e-10	biocide and heavy metal resistance
Vanadium (V)	261_268_20111115_FRAG_BC_261_268_F3_267	2.07663138683753e-10	biocide and heavy metal resistance
Chromium (Cr)	280_287_20111115_FRAG_BC_280_287_F3_283	1.18509467261652e-07	biocide and heavy metal resistance
Thiazinium	280_287_20111115_FRAG_BC_280_287_F3_283	9.1310926171715e-09	biocide and heavy metal resistance
Vanadium (V)	280_287_20111115_FRAG_BC_280_287_F3_283	9.1310926171715e-09	biocide and heavy metal resistance
Chromium (Cr)	280_287_20111115_FRAG_BC_280_287_F3_284	8.26689409213869e-09	biocide and heavy metal resistance
Molybdenum (Mo)	280_287_20111115_FRAG_BC_280_287_F3_284	1.11421720687808e-08	biocide and heavy metal resistance
Thiazinium	280_287_20111115_FRAG_BC_280_287_F3_284	5.00732950667345e-09	biocide and heavy metal resistance
Vanadium (V)	280_287_20111115_FRAG_BC_280_287_F3_284	5.00732950667345e-09	biocide and heavy metal resistance
Chromium (Cr)	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_89	1.39316739473584e-09	biocide and heavy metal resistance
Molybdenum (Mo)	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_89	3.76448763904086e-09	biocide and heavy metal resistance
Thiazinium	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_89	1.20290976106064e-09	biocide and heavy metal resistance
Vanadium (V)	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_89	1.20290976106064e-09	biocide and heavy metal resistance
Chromium (Cr)	kazan5500_2014_03_31_1_L01_16BR_50trimmed_T_F3	2.09694307007128e-10	biocide and heavy metal resistance
Molybdenum (Mo)	kazan5500_2014_03_31_1_L01_16BR_50trimmed_T_F3	2.09694307007128e-10	biocide and heavy metal resistance
Thiazinium	kazan5500_2014_03_31_1_L01_16BR_50trimmed_T_F3	2.09694307007128e-10	biocide and heavy metal resistance
Vanadium (V)	kazan5500_2014_03_31_1_L01_16BR_50trimmed_T_F3	2.09694307007128e-10	biocide and heavy metal resistance
Chromium (Cr)	kazan5500_2014_03_31_1_L03_37BR_50trimmed_T_F3	2.94643877158863e-10	biocide and heavy metal resistance
Thiazinium	kazan5500_2014_03_31_1_L03_37BR_50trimmed_T_F3	1.65137614872758e-10	biocide and heavy metal resistance
Vanadium (V)	kazan5500_2014_03_31_1_L03_37BR_50trimmed_T_F3	1.65137614872758e-10	biocide and heavy metal resistance
Chromium (Cr)	MH0008_081123	1.45405174053001e-08	biocide and heavy metal resistance
Thiazinium	MH0008_081123	1.45405174053001e-08	biocide and heavy metal resistance
Vanadium (V)	MH0008_081123	1.45405174053001e-08	biocide and heavy metal resistance
Chromium (Cr)	MH0028_090121	1.7442041584493e-09	biocide and heavy metal resistance
Thiazinium	MH0028_090121	1.7442041584493e-09	biocide and heavy metal resistance
Vanadium (V)	MH0028_090121	1.7442041584493e-09	biocide and heavy metal resistance
Chromium (Cr)	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_40	5.91395954917619e-08	biocide and heavy metal resistance
Molybdenum (Mo)	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_40	9.1886047104944e-08	biocide and heavy metal resistance
Thiazinium	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_40	3.07076120324471e-08	biocide and heavy metal resistance
Vanadium (V)	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_40	3.07076120324471e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413560merged	1.5378578141438e-09	biocide and heavy metal resistance
Thiazinium	SRR413560merged	9.68318048879568e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413560merged	9.68318048879568e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413561merged	3.05623631682951e-09	biocide and heavy metal resistance
Thiazinium	SRR413561merged	2.71306339389654e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413561merged	2.71306339389654e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413562merged	2.85926837704227e-09	biocide and heavy metal resistance
Thiazinium	SRR413562merged	2.60968324714157e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413562merged	2.60968324714157e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413563merged	9.95093904737432e-10	biocide and heavy metal resistance
Thiazinium	SRR413563merged	5.90138741413032e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413563merged	5.90138741413032e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413565merged	2.5923103963923e-09	biocide and heavy metal resistance
Thiazinium	SRR413565merged	1.73203993770597e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413565merged	1.73203993770597e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413567merged	1.12315201130376e-08	biocide and heavy metal resistance
Thiazinium	SRR413567merged	7.63768721005096e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413567merged	7.63768721005096e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413568merged	7.46966740615018e-09	biocide and heavy metal resistance
Thiazinium	SRR413568merged	5.47041020866989e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413568merged	5.47041020866989e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413571merged	2.80219899732764e-07	biocide and heavy metal resistance
Thiazinium	SRR413571merged	1.6096857049297e-07	biocide and heavy metal resistance
Vanadium (V)	SRR413571merged	1.6096857049297e-07	biocide and heavy metal resistance
Chromium (Cr)	SRR413572merged	1.14780329391048e-08	biocide and heavy metal resistance
Thiazinium	SRR413572merged	7.24621999226617e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413572merged	7.24621999226617e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413577merged	1.38566210302777e-09	biocide and heavy metal resistance
Thiazinium	SRR413577merged	7.76615271696958e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413577merged	7.76615271696958e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413578merged	4.63278536114133e-08	biocide and heavy metal resistance
Thiazinium	SRR413578merged	3.0586457242635e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413578merged	3.0586457242635e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413580merged	2.80483805459907e-08	biocide and heavy metal resistance
Thiazinium	SRR413580merged	1.66421745252605e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413580merged	1.66421745252605e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413581merged	3.69845472357714e-10	biocide and heavy metal resistance
Thiazinium	SRR413581merged	3.09220325544524e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413581merged	3.09220325544524e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413582merged	3.8200256231913e-08	biocide and heavy metal resistance
Thiazinium	SRR413582merged	2.11454430871702e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413582merged	2.11454430871702e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413584merged	1.0027864882006e-08	biocide and heavy metal resistance
Thiazinium	SRR413584merged	7.88500643148044e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413584merged	7.88500643148044e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413585merged	1.02131175089908e-07	biocide and heavy metal resistance
Thiazinium	SRR413585merged	6.24920919005867e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413585merged	6.24920919005867e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413586merged	2.40009274183303e-08	biocide and heavy metal resistance
Thiazinium	SRR413586merged	2.13171639550537e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413586merged	2.13171639550537e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413588merged	3.3081331521805e-08	biocide and heavy metal resistance
Thiazinium	SRR413588merged	2.01480942551302e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413588merged	2.01480942551302e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413589merged	6.51922247581505e-08	biocide and heavy metal resistance
Thiazinium	SRR413589merged	6.46948152680496e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413589merged	6.46948152680496e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413591merged	3.08320717928068e-10	biocide and heavy metal resistance
Molybdenum (Mo)	SRR413591merged	4.22763947956886e-10	biocide and heavy metal resistance
Thiazinium	SRR413591merged	1.41668814148073e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413591merged	1.41668814148073e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413594merged	1.41423738606853e-09	biocide and heavy metal resistance
Thiazinium	SRR413594merged	1.0158903428987e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413594merged	1.0158903428987e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413601merged	5.33893191529152e-08	biocide and heavy metal resistance
Thiazinium	SRR413601merged	3.45271062111929e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413601merged	3.45271062111929e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413602merged	5.20395648544809e-09	biocide and heavy metal resistance
Thiazinium	SRR413602merged	3.65101185506421e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413602merged	3.65101185506421e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413603merged	2.11161244847905e-08	biocide and heavy metal resistance
Thiazinium	SRR413603merged	1.3087609301601e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413603merged	1.3087609301601e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413606merged	1.92043165139731e-09	biocide and heavy metal resistance
Thiazinium	SRR413606merged	1.18007146350523e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413606merged	1.18007146350523e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413609merged	3.15643829425281e-09	biocide and heavy metal resistance
Thiazinium	SRR413609merged	2.37289951557767e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413609merged	2.37289951557767e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413610merged	2.76511239031369e-09	biocide and heavy metal resistance
Thiazinium	SRR413610merged	1.69135047224771e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413610merged	1.69135047224771e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413611merged	7.01363442689497e-09	biocide and heavy metal resistance
Thiazinium	SRR413611merged	3.84496541296293e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413611merged	3.84496541296293e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413612merged	1.72690648013669e-08	biocide and heavy metal resistance
Thiazinium	SRR413612merged	9.98398203867255e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413612merged	9.98398203867255e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413613merged	8.22084891662952e-10	biocide and heavy metal resistance
Thiazinium	SRR413613merged	6.87328565102416e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413613merged	6.87328565102416e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413616merged	2.41013990411153e-09	biocide and heavy metal resistance
Thiazinium	SRR413616merged	2.41013990411153e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413616merged	2.41013990411153e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413618merged	7.66218950557511e-09	biocide and heavy metal resistance
Thiazinium	SRR413618merged	7.48432733208534e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413618merged	7.48432733208534e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413619merged	1.96370420026513e-09	biocide and heavy metal resistance
Thiazinium	SRR413619merged	1.64181339900745e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413619merged	1.64181339900745e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413621merged	1.06074623551144e-09	biocide and heavy metal resistance
Thiazinium	SRR413621merged	9.60329987822152e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413621merged	9.60329987822152e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413625merged	1.68484007067446e-10	biocide and heavy metal resistance
Thiazinium	SRR413625merged	1.68484007067446e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413625merged	1.68484007067446e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413627merged	8.3636866754345e-10	biocide and heavy metal resistance
Thiazinium	SRR413627merged	8.3636866754345e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413627merged	8.3636866754345e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413628merged	3.75870527356689e-09	biocide and heavy metal resistance
Thiazinium	SRR413628merged	2.99324809013451e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413628merged	2.99324809013451e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413630merged	6.04264822075057e-10	biocide and heavy metal resistance
Thiazinium	SRR413630merged	5.05213606661192e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413630merged	5.05213606661192e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413635merged	2.02090167248764e-08	biocide and heavy metal resistance
Thiazinium	SRR413635merged	1.28848135078139e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413635merged	1.28848135078139e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413637merged	4.18149504679736e-08	biocide and heavy metal resistance
Thiazinium	SRR413637merged	4.1762798019143e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413637merged	4.1762798019143e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413639merged	5.19528685260936e-08	biocide and heavy metal resistance
Thiazinium	SRR413639merged	2.9814465305499e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413639merged	2.9814465305499e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413701merged	1.0794182173854e-09	biocide and heavy metal resistance
Thiazinium	SRR413701merged	7.34028753921787e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413701merged	7.34028753921787e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413708merged	1.6001172154021e-08	biocide and heavy metal resistance
Thiazinium	SRR413708merged	1.00256928273686e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413708merged	1.00256928273686e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413711merged	6.28805838681198e-09	biocide and heavy metal resistance
Thiazinium	SRR413711merged	4.30965560935626e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413711merged	4.30965560935626e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413716merged	4.06666882381344e-10	biocide and heavy metal resistance
Thiazinium	SRR413716merged	3.40005962372607e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413716merged	3.40005962372607e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413719merged	2.54153257358584e-08	biocide and heavy metal resistance
Thiazinium	SRR413719merged	2.27795819804203e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413719merged	2.27795819804203e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413735merged	5.46927749827219e-10	biocide and heavy metal resistance
Thiazinium	SRR413735merged	3.06533924903162e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413735merged	3.06533924903162e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413740merged	3.61998022890542e-09	biocide and heavy metal resistance
Thiazinium	SRR413740merged	2.44569749545993e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413740merged	2.44569749545993e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413743merged	2.92295423985572e-08	biocide and heavy metal resistance
Thiazinium	SRR413743merged	2.92295423985572e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413743merged	2.92295423985572e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413746merged	1.73079840226517e-08	biocide and heavy metal resistance
Thiazinium	SRR413746merged	9.70052127781175e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413746merged	9.70052127781175e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413747merged	1.76880002360171e-09	biocide and heavy metal resistance
Thiazinium	SRR413747merged	9.91350710902353e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413747merged	9.91350710902353e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413752merged	3.24012520559337e-10	biocide and heavy metal resistance
Thiazinium	SRR413752merged	2.32748189135023e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413752merged	2.32748189135023e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413756merged	2.96749572410463e-07	biocide and heavy metal resistance
Thiazinium	SRR413756merged	1.89992609883929e-07	biocide and heavy metal resistance
Vanadium (V)	SRR413756merged	1.89992609883929e-07	biocide and heavy metal resistance
Chromium (Cr)	SRR413757merged	1.12893545036037e-08	biocide and heavy metal resistance
Thiazinium	SRR413757merged	7.87526957129063e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413757merged	7.87526957129063e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413759merged	6.63423586086946e-08	biocide and heavy metal resistance
Thiazinium	SRR413759merged	3.68287521299909e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413759merged	3.68287521299909e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413761merged	6.26638056740358e-09	biocide and heavy metal resistance
Thiazinium	SRR413761merged	5.64348922550173e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413761merged	5.64348922550173e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413764merged	2.46052352715396e-09	biocide and heavy metal resistance
Thiazinium	SRR413764merged	2.31706678269162e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413764merged	2.31706678269162e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413765merged	6.10077426296809e-08	biocide and heavy metal resistance
Thiazinium	SRR413765merged	5.91172666100594e-08	biocide and heavy metal resistance
Vanadium (V)	SRR413765merged	5.91172666100594e-08	biocide and heavy metal resistance
Chromium (Cr)	SRR413766merged	1.14791868641169e-09	biocide and heavy metal resistance
Thiazinium	SRR413766merged	6.91348107994097e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413766merged	6.91348107994097e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413768merged	2.39777636180755e-09	biocide and heavy metal resistance
Thiazinium	SRR413768merged	1.69259966153408e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413768merged	1.69259966153408e-09	biocide and heavy metal resistance
Chromium (Cr)	SRR413770merged	1.01946255847059e-09	biocide and heavy metal resistance
Thiazinium	SRR413770merged	7.63013902457804e-10	biocide and heavy metal resistance
Vanadium (V)	SRR413770merged	7.63013902457804e-10	biocide and heavy metal resistance
Chromium (Cr)	SRR413772merged	6.48843964271151e-09	biocide and heavy metal resistance
Thiazinium	SRR413772merged	4.05764243631132e-09	biocide and heavy metal resistance
Vanadium (V)	SRR413772merged	4.05764243631132e-09	biocide and heavy metal resistance
Chromium (Cr)	SRS015794	5.70787838490647e-11	biocide and heavy metal resistance
Thiazinium	SRS015794	5.70787838490647e-11	biocide and heavy metal resistance
Vanadium (V)	SRS015794	5.70787838490647e-11	biocide and heavy metal resistance
Chromium (Cr)	SRS017191	3.90102963050268e-09	biocide and heavy metal resistance
Thiazinium	SRS017191	2.93754227020672e-09	biocide and heavy metal resistance
Vanadium (V)	SRS017191	2.93754227020672e-09	biocide and heavy metal resistance
Chromium (Cr)	SRS050422	8.43041919191672e-10	biocide and heavy metal resistance
Thiazinium	SRS050422	8.43041919191672e-10	biocide and heavy metal resistance
Vanadium (V)	SRS050422	8.43041919191672e-10	biocide and heavy metal resistance
Chromium (Cr)	T1_T16_20140211_FRAG_BC_T1_T16_F3_T11	7.67993170228245e-09	biocide and heavy metal resistance
Thiazinium	T1_T16_20140211_FRAG_BC_T1_T16_F3_T11	4.63530268730652e-09	biocide and heavy metal resistance
Vanadium (V)	T1_T16_20140211_FRAG_BC_T1_T16_F3_T11	4.63530268730652e-09	biocide and heavy metal resistance
Chromium (Cr)	T1_T16_20140211_FRAG_BC_T1_T16_F3_T2	5.05503168235708e-10	biocide and heavy metal resistance
Thiazinium	T1_T16_20140211_FRAG_BC_T1_T16_F3_T2	4.31569711444858e-10	biocide and heavy metal resistance
Vanadium (V)	T1_T16_20140211_FRAG_BC_T1_T16_F3_T2	4.31569711444858e-10	biocide and heavy metal resistance
Chromium (Cr)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T24	3.07601949099202e-10	biocide and heavy metal resistance
Thiazinium	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T24	3.07601949099202e-10	biocide and heavy metal resistance
Vanadium (V)	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T24	3.07601949099202e-10	biocide and heavy metal resistance
Chromium (Cr)	Tomsk_2014_02_28_1_L02_L03_merg_27_50trimmed_T_F3	7.3252798298249e-08	biocide and heavy metal resistance
Molybdenum (Mo)	Tomsk_2014_02_28_1_L02_L03_merg_27_50trimmed_T_F3	1.70806750740702e-07	biocide and heavy metal resistance
Thiazinium	Tomsk_2014_02_28_1_L02_L03_merg_27_50trimmed_T_F3	3.70956450880665e-08	biocide and heavy metal resistance
Vanadium (V)	Tomsk_2014_02_28_1_L02_L03_merg_27_50trimmed_T_F3	3.70956450880665e-08	biocide and heavy metal resistance
Zinc (Zn)	185_210_20111102_FRAG_BC_185_210_F3_192	1.53121567018725e-09	biocide and heavy metal resistance
Zinc (Zn)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_1P	2.17423427034577e-08	biocide and heavy metal resistance
Zinc (Zn)	211_251_20111102_FRAG_BC_211_251_F3_215	3.17103531738671e-09	biocide and heavy metal resistance
Zinc (Zn)	280_287_20111115_FRAG_BC_280_287_F3_284	4.63426081442794e-08	biocide and heavy metal resistance
Zinc (Zn)	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_98	3.66615543883297e-09	biocide and heavy metal resistance
Zinc (Zn)	kazan5500_2014_03_31_1_L02_48BR_50trimmed_T_F3	1.68946418433157e-09	biocide and heavy metal resistance
Zinc (Zn)	kazan5500_2014_03_31_1_L02_61BR_50trimmed_T_F3	2.58903723690268e-07	biocide and heavy metal resistance
Zinc (Zn)	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_68	8.58552719093295e-10	biocide and heavy metal resistance
Zinc (Zn)	SRR413573merged	5.54137185545542e-08	biocide and heavy metal resistance
Zinc (Zn)	SRR413598merged	2.51973723221831e-08	biocide and heavy metal resistance
Zinc (Zn)	SRR413707merged	1.61136990867682e-08	biocide and heavy metal resistance
Zinc (Zn)	SRR413715merged	5.33553444028472e-10	biocide and heavy metal resistance
Zinc (Zn)	SRR413755merged	1.40298300388089e-09	biocide and heavy metal resistance
Zinc (Zn)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_9P	4.33234412437028e-09	biocide and heavy metal resistance
Zinc (Zn)	SRS017307	6.71140706995261e-11	biocide and heavy metal resistance
Copper (Cu)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_43P	3.12463713428389e-09	biocide and heavy metal resistance
Copper (Cu)	232_250_20111116_FRAG_BC_232_250_F3_232	6.5692946106952e-09	biocide and heavy metal resistance
Copper (Cu)	280_287_20111115_FRAG_BC_280_287_F3_284	2.52429253203013e-08	biocide and heavy metal resistance
Copper (Cu)	SRR413595merged	2.40205573727788e-09	biocide and heavy metal resistance
Copper (Cu)	SRR413614merged	1.64931935658737e-09	biocide and heavy metal resistance
Copper (Cu)	SRR413735merged	2.12981822917495e-09	biocide and heavy metal resistance
Copper (Cu)	SRR413767merged	1.35013926401245e-09	biocide and heavy metal resistance
Copper (Cu)	SRS019582	1.86118838005254e-10	biocide and heavy metal resistance
Copper (Cu)	T1_T16_20140211_FRAG_BC_T1_T16_F3_T2	1.79328610793762e-09	biocide and heavy metal resistance
Cadmium (Cd)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_9P	2.53946229773152e-09	biocide and heavy metal resistance
Copper (Cu)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_9P	1.49537735103748e-09	biocide and heavy metal resistance
Iron (Fe)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_9P	1.87724276674864e-09	biocide and heavy metal resistance
Nickel (Ni)	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_9P	1.44641038729381e-09	biocide and heavy metal resistance
Cobalt (Co)	211_251_20111102_FRAG_BC_211_251_F3_215	1.70598092362698e-09	biocide and heavy metal resistance
Cadmium (Cd)	232_250_20111116_FRAG_BC_232_250_F3_232	4.70654959682373e-09	biocide and heavy metal resistance
Nickel (Ni)	232_250_20111116_FRAG_BC_232_250_F3_232	5.81956376865324e-09	biocide and heavy metal resistance
Zinc (Zn)	232_250_20111116_FRAG_BC_232_250_F3_232	8.41692377476086e-09	biocide and heavy metal resistance
Copper (Cu)	261_268_20111115_FRAG_BC_261_268_F3_263	9.47455583612561e-10	biocide and heavy metal resistance
Nickel (Ni)	SRR413569merged	2.14256260445196e-08	biocide and heavy metal resistance
Cadmium (Cd)	SRR413614merged	1.35552309162364e-09	biocide and heavy metal resistance
Iron (Fe)	SRR413614merged	8.10695217505525e-10	biocide and heavy metal resistance
Nickel (Ni)	SRR413614merged	1.26402060650165e-09	biocide and heavy metal resistance
Zinc (Zn)	SRR413614merged	1.70724608234816e-09	biocide and heavy metal resistance
Copper (Cu)	SRR413625merged	4.44014860855095e-10	biocide and heavy metal resistance
Cobalt (Co)	SRR413707merged	1.05167510286761e-08	biocide and heavy metal resistance
Copper (Cu)	SRR413707merged	8.89541190599813e-09	biocide and heavy metal resistance
Iron (Fe)	SRR413707merged	8.90044323596151e-09	biocide and heavy metal resistance
Nickel (Ni)	SRR413707merged	1.12715268529621e-08	biocide and heavy metal resistance
Cadmium (Cd)	SRR413714merged	3.67673607901754e-09	biocide and heavy metal resistance
Cobalt (Co)	SRR413714merged	2.68695985087176e-09	biocide and heavy metal resistance
Copper (Cu)	SRR413714merged	3.57856489213035e-09	biocide and heavy metal resistance
Iron (Fe)	SRR413714merged	2.60310250548555e-09	biocide and heavy metal resistance
Nickel (Ni)	SRR413714merged	2.77447561734224e-09	biocide and heavy metal resistance
Cadmium (Cd)	SRR413733merged	1.98006598641742e-07	biocide and heavy metal resistance
Copper (Cu)	SRR413733merged	2.2909542611313e-07	biocide and heavy metal resistance
Iron (Fe)	SRR413733merged	1.54235753783412e-07	biocide and heavy metal resistance
Nickel (Ni)	SRR413733merged	1.8964276884866e-07	biocide and heavy metal resistance
Cadmium (Cd)	SRR413773merged	3.03249212369603e-09	biocide and heavy metal resistance
Copper (Cu)	SRR413773merged	3.11716764062496e-09	biocide and heavy metal resistance
Iron (Fe)	SRR413773merged	1.95429128397347e-09	biocide and heavy metal resistance
Copper (Cu)	Tomsk_2014_02_28_1_L02_L03_merg_27_50trimmed_T_F3	4.26095890384849e-07	biocide and heavy metal resistance
Paraquat	Sh_260_20111020_FRAG_BC_Sh_260_F3_255	1.9894501807316e-09	biocide and heavy metal resistance
Paraquat	SRS020869	1.77865524203808e-09	biocide and heavy metal resistance
Zinc (Zn)	185_210_20111102_FRAG_BC_185_210_F3_195	1.15625500861551e-08	biocide and heavy metal resistance
Zinc (Zn)	SRR413593merged	1.45094403068195e-08	biocide and heavy metal resistance
Zinc (Zn)	SRR413728merged	9.27536235952781e-10	biocide and heavy metal resistance
Zinc (Zn)	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_316	1.9826193458871e-09	biocide and heavy metal resistance
