AB_category	sample	sum_abund	f_groups
beta-lactam	261_268_20111115_FRAG_BC_261_268_F3_266	5.52635077414758e-09	antibiotic resistance
beta-lactam	261_268_20111115_FRAG_BC_261_268_F3_261	1.71632843815103e-08	antibiotic resistance
beta-lactam	Sh_260_20111020_FRAG_BC_Sh_260_F3_260	3.32095289778635e-09	antibiotic resistance
beta-lactam	SRR413557merged	4.60555329923282e-08	antibiotic resistance
beta-lactam	261_268_20111115_FRAG_BC_261_268_F3_267	8.47471786445841e-08	antibiotic resistance
beta-lactam	202_209_20111028_FRAG_BC_202_209_F3_209	1.38893221994734e-08	antibiotic resistance
beta-lactam	MH0064_090126	2.0946695590964e-07	antibiotic resistance
beta-lactam	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_45P	1.12391363943653e-07	antibiotic resistance
beta-lactam	61_106_20121101_FRAG_BC_61_106_F3_101	4.80950584647612e-07	antibiotic resistance
beta-lactam	61_106_20121101_FRAG_BC_61_106_F3_74	2.52627845779273e-07	antibiotic resistance
beta-lactam	SRR413636merged	4.70494359830813e-07	antibiotic resistance
beta-lactam	MH0035_081223	6.32920645063962e-10	antibiotic resistance
beta-lactam	Tomsk_2014_02_28_1_L02_L03_merg_28_50trimmed_T_F3	2.23143621333137e-07	antibiotic resistance
beta-lactam	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T18	2.84486362396552e-06	antibiotic resistance
beta-lactam	SRR413598merged	5.86491979936057e-08	antibiotic resistance
beta-lactam	222_257_20111020_FRAG_BC_222_257_F3_229	1.67629100202723e-08	antibiotic resistance
beta-lactam	SRR413591merged	6.02384500492533e-08	antibiotic resistance
beta-lactam	SRR413758merged	1.80380388060259e-07	antibiotic resistance
beta-lactam	SRR413617merged	2.4358809091677e-08	antibiotic resistance
beta-lactam	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_62	2.05990627052338e-07	antibiotic resistance
beta-lactam	MH0018_081119	2.49053492411177e-07	antibiotic resistance
beta-lactam	kazan5500_2014_03_31_1_L01_23BR_50trimmed_T_F3	4.32220453900196e-08	antibiotic resistance
beta-lactam	SRR413614merged	1.15432414282882e-08	antibiotic resistance
beta-lactam	MH0013_081120	1.02720356703985e-08	antibiotic resistance
beta-lactam	MH0075_090125	5.94683782786922e-08	antibiotic resistance
beta-lactam	211_251_20111102_FRAG_BC_211_251_F3_215	6.87133799609042e-08	antibiotic resistance
beta-lactam	SRR413769merged	2.5145887191726e-07	antibiotic resistance
beta-lactam	202_209_20111028_FRAG_BC_202_209_F3_204	1.13040080867461e-07	antibiotic resistance
beta-lactam	SRR413713merged	2.0909767001491e-07	antibiotic resistance
beta-lactam	202_209_20111028_FRAG_BC_202_209_F3_205	4.61582295306944e-08	antibiotic resistance
beta-lactam	185_210_20111102_FRAG_BC_185_210_F3_192	1.61419017649775e-07	antibiotic resistance
beta-lactam	185_210_20111102_FRAG_BC_185_210_F3_190	1.88589186773451e-07	antibiotic resistance
beta-lactam	Tomsk_2014_02_28_1_L02_L03_merg_32_50trimmed_T_F3	3.36639837836168e-07	antibiotic resistance
beta-lactam	222_257_20111020_FRAG_BC_222_257_F3_230	5.03735781850238e-08	antibiotic resistance
beta-lactam	MH0062_090104	1.5793943225527e-08	antibiotic resistance
beta-lactam	211_251_20111102_FRAG_BC_211_251_F3_216	1.80587090294973e-07	antibiotic resistance
beta-lactam	MH0056_090125	1.21125549823049e-07	antibiotic resistance
beta-lactam	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_67	3.3077593282121e-08	antibiotic resistance
beta-lactam	MH0061_090126	6.90598124877528e-08	antibiotic resistance
beta-lactam	MH0081_090130	6.75271498152648e-10	antibiotic resistance
beta-lactam	SRR413576merged	2.8895026816321e-07	antibiotic resistance
beta-lactam	SRR413608merged	1.55521514482253e-08	antibiotic resistance
beta-lactam	MH0086_090325	2.30305826321025e-08	antibiotic resistance
beta-lactam	MH0020_090120	4.51196825116361e-10	antibiotic resistance
beta-lactam	SRR413624merged	2.99647343947171e-07	antibiotic resistance
beta-lactam	MH0074_090125	1.91551548116221e-07	antibiotic resistance
beta-lactam	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_71	8.24612741989318e-08	antibiotic resistance
beta-lactam	Tomsk_2014_02_28_1_L02_L03_merg_35_50trimmed_T_F3	2.98717664346672e-07	antibiotic resistance
beta-lactam	232_250_20111116_FRAG_BC_232_250_F3_232	1.87287449532578e-07	antibiotic resistance
beta-lactam	SRR413760merged	3.56662868941747e-08	antibiotic resistance
beta-lactam	61_106_20121101_FRAG_BC_61_106_F3_70	4.19561127588898e-07	antibiotic resistance
beta-lactam	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_38P	7.06711447704866e-09	antibiotic resistance
beta-lactam	61_106_20121101_FRAG_BC_61_106_F3_76	9.3926551399094e-07	antibiotic resistance
beta-lactam	SRR413556merged	1.81087730994095e-07	antibiotic resistance
beta-lactam	MH0032_090121	1.82153733303444e-07	antibiotic resistance
beta-lactam	61_106_20121101_FRAG_BC_61_106_F3_73	2.30877451478727e-07	antibiotic resistance
beta-lactam	61_106_20121101_FRAG_BC_61_106_F3_105	9.35460328513394e-08	antibiotic resistance
beta-lactam	Sh_260_20111020_FRAG_BC_Sh_260_F3_256	6.86771706399308e-08	antibiotic resistance
beta-lactam	61_106_20121101_FRAG_BC_61_106_F3_100	1.52729641860856e-07	antibiotic resistance
beta-lactam	Tomsk_2014_02_28_1_L02_L03_merg_40_50trimmed_T_F3	2.64452225792664e-07	antibiotic resistance
beta-lactam	185_210_20111102_FRAG_BC_185_210_F3_185	8.61270075439224e-07	antibiotic resistance
beta-lactam	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T24	2.71981470955072e-07	antibiotic resistance
beta-lactam	MH0003_090107	9.61743333308929e-08	antibiotic resistance
beta-lactam	MH0083_090126	3.27106831073637e-08	antibiotic resistance
beta-lactam	SRR413620merged	1.02704658799719e-07	antibiotic resistance
beta-lactam	SRR413600merged	1.13752636199261e-07	antibiotic resistance
beta-lactam	SRR413577merged	2.84359305229208e-07	antibiotic resistance
beta-lactam	MH0039_081226	1.70122705458527e-08	antibiotic resistance
beta-lactam	105_117_3_20111028_FRAG_BC_105_117_3_F3_106	1.43804832177189e-07	antibiotic resistance
beta-lactam	Tomsk_2014_02_28_1_L01_09_50trimmed_T_F3	6.7784586291733e-07	antibiotic resistance
beta-lactam	105_117_3_20111028_FRAG_BC_105_117_3_F3_105	6.75050084876463e-08	antibiotic resistance
beta-lactam	MH0030_090121	2.21205027505894e-08	antibiotic resistance
beta-lactam	261_268_20111115_FRAG_BC_261_268_F3_264	2.18040646218025e-08	antibiotic resistance
beta-lactam	61_106_20121101_FRAG_BC_61_106_F3_66	1.62306627876729e-07	antibiotic resistance
beta-lactam	MH0017_081119	3.62303820443794e-09	antibiotic resistance
beta-lactam	232_250_20111116_FRAG_BC_232_250_F3_249	4.92089030346866e-08	antibiotic resistance
beta-lactam	232_250_20111116_FRAG_BC_232_250_F3_236	1.04897534368226e-07	antibiotic resistance
beta-lactam	202_209_20111028_FRAG_BC_202_209_F3_202	1.56112089133251e-08	antibiotic resistance
beta-lactam	SRR413595merged	6.22558547243813e-07	antibiotic resistance
beta-lactam	SRR413604merged	7.84516097468515e-08	antibiotic resistance
beta-lactam	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_14P	2.73532181522266e-08	antibiotic resistance
beta-lactam	MH0037_090122	4.05714997054925e-08	antibiotic resistance
beta-lactam	SRR413599merged	4.06423624903038e-08	antibiotic resistance
beta-lactam	MH0026_081224	1.53717971894302e-07	antibiotic resistance
beta-lactam	Tomsk_2014_02_28_1_L02_L03_merg_34_50trimmed_T_F3	9.11758844010077e-09	antibiotic resistance
beta-lactam	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_10P	3.31733003537429e-07	antibiotic resistance
beta-lactam	SRR413734merged	1.37010540158969e-07	antibiotic resistance
beta-lactam	MH0059_090105	1.80391482546916e-08	antibiotic resistance
beta-lactam	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_182	2.07856655819249e-07	antibiotic resistance
beta-lactam	kazan5500_2014_03_31_1_L03_43BR_50trimmed_T_F3	3.28902604474362e-07	antibiotic resistance
beta-lactam	MH0048_081226	1.60587126533055e-08	antibiotic resistance
beta-lactam	MH0084_090126	3.4615212477927e-09	antibiotic resistance
beta-lactam	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_38	2.82831434648919e-08	antibiotic resistance
beta-lactam	MH0067_090126	6.79503117439459e-10	antibiotic resistance
beta-lactam	MH0073_090125	5.43180512585224e-09	antibiotic resistance
beta-lactam	MH0051_081226	6.89889033418642e-09	antibiotic resistance
beta-lactam	280_287_20111115_FRAG_BC_280_287_F3_286	2.20387127476513e-07	antibiotic resistance
beta-lactam	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_70	4.99029275834998e-07	antibiotic resistance
beta-lactam	222_257_20111020_FRAG_BC_222_257_F3_257	2.53988984692779e-08	antibiotic resistance
beta-lactam	SRR413610merged	2.10316279696322e-08	antibiotic resistance
beta-lactam	SRR413707merged	1.18000727882886e-07	antibiotic resistance
beta-lactam	SRR413773merged	7.62167549684456e-09	antibiotic resistance
beta-lactam	61_106_20121101_FRAG_BC_61_106_F3_61	2.25814642663186e-07	antibiotic resistance
beta-lactam	211_251_20111102_FRAG_BC_211_251_F3_211	4.67798904544568e-08	antibiotic resistance
beta-lactam	261_268_20111115_FRAG_BC_261_268_F3_263	8.26264140776103e-08	antibiotic resistance
beta-lactam	SRR413717merged	8.23924190170187e-08	antibiotic resistance
beta-lactam	202_209_20111028_FRAG_BC_202_209_F3_203	1.32120619183858e-08	antibiotic resistance
beta-lactam	185_210_20111102_FRAG_BC_185_210_F3_194	1.48882827691067e-07	antibiotic resistance
beta-lactam	SRR413703merged	2.97436362034659e-08	antibiotic resistance
beta-lactam	Sh_260_20111020_FRAG_BC_Sh_260_F3_258	5.54966768347135e-07	antibiotic resistance
beta-lactam	SRR413583merged	6.10685700841614e-08	antibiotic resistance
beta-lactam	Tomsk_2014_02_28_1_L02_L03_merg_26_50trimmed_T_F3	1.67738536415668e-07	antibiotic resistance
beta-lactam	Tomsk_2014_02_28_1_L01_15_50trimmed_T_F3	2.4433225653126e-07	antibiotic resistance
beta-lactam	Tomsk_2014_02_28_1_L01_12_50trimmed_T_F3	5.38134072989572e-08	antibiotic resistance
beta-lactam	Tomsk_2014_02_28_1_L02_L03_merg_33_50trimmed_T_F3	6.63739298175516e-08	antibiotic resistance
beta-lactam	MH0007_081123	1.73441963771516e-09	antibiotic resistance
beta-lactam	280_287_20111115_FRAG_BC_280_287_F3_281	2.69338647580095e-08	antibiotic resistance
beta-lactam	MH0085_090126	1.66703297653047e-09	antibiotic resistance
beta-lactam	MH0042_090125	3.13490845281579e-09	antibiotic resistance
beta-lactam	Tomsk_2014_02_28_1_L02_L03_merg_31_50trimmed_T_F3	3.75616368875388e-08	antibiotic resistance
beta-lactam	SRR413766merged	7.18767770874894e-07	antibiotic resistance
beta-lactam	kazan5500_2014_03_31_1_L02_48BR_50trimmed_T_F3	1.20855007129131e-07	antibiotic resistance
beta-lactam	185_210_20111102_FRAG_BC_185_210_F3_193	2.45157538385246e-07	antibiotic resistance
beta-lactam	SRR413592merged	7.41191240898025e-08	antibiotic resistance
beta-lactam	SRR413728merged	7.69367847153172e-08	antibiotic resistance
beta-lactam	MH0025_090121	2.1684356642319e-07	antibiotic resistance
beta-lactam	MH0058_090125	6.67009634826723e-09	antibiotic resistance
beta-lactam	222_257_20111020_FRAG_BC_222_257_F3_224	2.62989966143776e-07	antibiotic resistance
beta-lactam	130_179_2_20120514_FRAG_BC_130_179_2_F3_179	4.97911143786597e-08	antibiotic resistance
beta-lactam	211_251_20111102_FRAG_BC_211_251_F3_214	7.20766653746576e-08	antibiotic resistance
beta-lactam	202_209_20111028_FRAG_BC_202_209_F3_206	7.98325122759775e-09	antibiotic resistance
tetracycline derivative	kazan5500_2014_03_31_1_L02_49BR_50trimmed_T_F3	2.82704646464143e-07	antibiotic resistance
tetracycline derivative	SRS018351	2.1514294626943e-07	antibiotic resistance
tetracycline derivative	SRS049900	5.31337633454269e-08	antibiotic resistance
tetracycline derivative	MH0073_090125	2.83691727942628e-07	antibiotic resistance
tetracycline derivative	SRR413707merged	5.77063972621625e-07	antibiotic resistance
tetracycline derivative	T1_T16_20140211_FRAG_BC_T1_T16_F3_T11	4.21102555150592e-07	antibiotic resistance
tetracycline derivative	SRS056259	3.52786492468727e-07	antibiotic resistance
tetracycline derivative	232_250_20111116_FRAG_BC_232_250_F3_245	3.84099464118519e-07	antibiotic resistance
tetracycline derivative	SRR413570merged	5.02210435139314e-07	antibiotic resistance
tetracycline derivative	261_268_20111115_FRAG_BC_261_268_F3_263	2.24036262744315e-07	antibiotic resistance
tetracycline derivative	202_209_20111028_FRAG_BC_202_209_F3_204	3.86879349717358e-07	antibiotic resistance
tetracycline derivative	185_210_20111102_FRAG_BC_185_210_F3_191	4.08135739651899e-07	antibiotic resistance
tetracycline derivative	SRS011302	5.99565117522369e-07	antibiotic resistance
tetracycline derivative	SRR413733merged	4.44383517011114e-07	antibiotic resistance
tetracycline derivative	SRR413703merged	3.58389928288508e-07	antibiotic resistance
tetracycline derivative	SRR413592merged	2.92831556974146e-07	antibiotic resistance
tetracycline derivative	SRR413735merged	3.66374160974159e-07	antibiotic resistance
tetracycline derivative	211_251_20111102_FRAG_BC_211_251_F3_214	3.72580192332339e-07	antibiotic resistance
tetracycline derivative	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_38	2.88295003231526e-07	antibiotic resistance
tetracycline derivative	SRR413638merged	1.40599572812735e-07	antibiotic resistance
tetracycline derivative	SRR413608merged	1.54243564097702e-07	antibiotic resistance
tetracycline derivative	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_41	6.03884080452279e-07	antibiotic resistance
tetracycline derivative	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_16P	3.84222412161237e-07	antibiotic resistance
tetracycline derivative	SRR413617merged	3.96144850245205e-07	antibiotic resistance
tetracycline derivative	SRR413758merged	3.82387252411522e-07	antibiotic resistance
tetracycline derivative	SRR413589merged	8.31967394039151e-07	antibiotic resistance
tetracycline derivative	SRR413767merged	2.47247097526312e-07	antibiotic resistance
tetracycline derivative	105_117_3_20111028_FRAG_BC_105_117_3_F3_106	2.98456695553563e-07	antibiotic resistance
tetracycline derivative	280_287_20111115_FRAG_BC_280_287_F3_287	4.65791613235945e-07	antibiotic resistance
tetracycline derivative	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_176	5.93016284389753e-07	antibiotic resistance
tetracycline derivative	SRR413769merged	3.89635590115873e-07	antibiotic resistance
tetracycline derivative	61_106_20121101_FRAG_BC_61_106_F3_69	2.3361059085377e-07	antibiotic resistance
tetracycline derivative	SRR413611merged	1.38555215385491e-07	antibiotic resistance
tetracycline derivative	SRR413580merged	5.5558911293804e-07	antibiotic resistance
tetracycline derivative	SRS015794	1.63451763626353e-07	antibiotic resistance
tetracycline derivative	SRR413566merged	3.33253853741347e-07	antibiotic resistance
tetracycline derivative	SRR413571merged	1.82523644058921e-06	antibiotic resistance
tetracycline derivative	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_14P	3.28307958344084e-07	antibiotic resistance
tetracycline derivative	61_106_20121101_FRAG_BC_61_106_F3_74	9.9228519031733e-07	antibiotic resistance
tetracycline derivative	SRR413599merged	6.8928246515618e-07	antibiotic resistance
tetracycline derivative	SRR413572merged	3.54674284965911e-07	antibiotic resistance
tetracycline derivative	SRR413740merged	4.12450254193471e-07	antibiotic resistance
tetracycline derivative	SRS020869	3.43886780886307e-07	antibiotic resistance
tetracycline derivative	SRR413752merged	3.82563180433822e-07	antibiotic resistance
tetracycline derivative	SRR413622merged	8.27527292870204e-07	antibiotic resistance
tetracycline derivative	Tomsk_2014_02_28_1_L01_11_50trimmed_T_F3	4.11325226578383e-07	antibiotic resistance
tetracycline derivative	SRR413603merged	4.38111561103598e-07	antibiotic resistance
tetracycline derivative	MH0041_090125	6.0320149168287e-08	antibiotic resistance
tetracycline derivative	SRS049712	8.06896338509015e-08	antibiotic resistance
tetracycline derivative	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_69	1.22951203114637e-07	antibiotic resistance
tetracycline derivative	SRR413639merged	5.94047623285691e-07	antibiotic resistance
tetracycline derivative	SRS013521	4.51202910259374e-07	antibiotic resistance
tetracycline derivative	kazan5500_2014_03_31_1_L01_23BR_50trimmed_T_F3	2.78324121203073e-07	antibiotic resistance
tetracycline derivative	SRS024331	2.22698701865577e-07	antibiotic resistance
tetracycline derivative	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_314	4.52790846255003e-07	antibiotic resistance
tetracycline derivative	SRR413586merged	5.23232232633936e-07	antibiotic resistance
tetracycline derivative	211_251_20111102_FRAG_BC_211_251_F3_212	2.89144194013982e-07	antibiotic resistance
tetracycline derivative	SRR413717merged	3.70969809983307e-07	antibiotic resistance
tetracycline derivative	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_45P	3.70098460898493e-07	antibiotic resistance
tetracycline derivative	SRS045645	2.26275719882489e-07	antibiotic resistance
tetracycline derivative	Tomsk_2014_02_28_1_L02_L03_merg_32_50trimmed_T_F3	2.62801821272093e-07	antibiotic resistance
tetracycline derivative	SRR413761merged	4.12245931639913e-07	antibiotic resistance
tetracycline derivative	Tomsk_2014_02_28_1_L01_15_50trimmed_T_F3	4.42651361291095e-07	antibiotic resistance
tetracycline derivative	SRS021948	4.1435027210662e-07	antibiotic resistance
tetracycline derivative	kazan5500_2014_03_31_1_L01_19BR_50trimmed_T_F3	3.54019652495543e-07	antibiotic resistance
tetracycline derivative	SRR413614merged	2.47090016250405e-07	antibiotic resistance
tetracycline derivative	280_287_20111115_FRAG_BC_280_287_F3_283	1.7598801517632e-06	antibiotic resistance
tetracycline derivative	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_46P	5.6436959364697e-07	antibiotic resistance
tetracycline derivative	SRR413578merged	5.97547324186262e-07	antibiotic resistance
tetracycline derivative	SRR413581merged	3.76731250314598e-07	antibiotic resistance
tetracycline derivative	232_250_20111116_FRAG_BC_232_250_F3_232	2.40895902269439e-07	antibiotic resistance
tetracycline derivative	SRR413759merged	1.05321959333002e-06	antibiotic resistance
tetracycline derivative	SRS011271	4.7381197027307e-07	antibiotic resistance
tetracycline derivative	SRS054590	8.11160526946988e-07	antibiotic resistance
tetracycline derivative	SRR413621merged	3.3106484155077e-07	antibiotic resistance
tetracycline derivative	SRR413594merged	2.48987158401769e-07	antibiotic resistance
tetracycline derivative	61_106_20121101_FRAG_BC_61_106_F3_76	8.90997386015885e-07	antibiotic resistance
tetracycline derivative	SRS016095	5.14591540057862e-07	antibiotic resistance
tetracycline derivative	SRS017247	1.77534219617164e-07	antibiotic resistance
tetracycline derivative	SRR413593merged	2.11136989809303e-06	antibiotic resistance
tetracycline derivative	SRR413747merged	3.11931822400476e-07	antibiotic resistance
tetracycline derivative	SRS024132	2.42834082627321e-07	antibiotic resistance
tetracycline derivative	SRR413745merged	9.16598264227496e-07	antibiotic resistance
tetracycline derivative	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T25	4.88120660600097e-07	antibiotic resistance
tetracycline derivative	SRR413705merged	4.17244412378832e-07	antibiotic resistance
tetracycline derivative	SRR413635merged	6.22700271628364e-07	antibiotic resistance
tetracycline derivative	261_268_20111115_FRAG_BC_261_268_F3_266	3.38541173859815e-07	antibiotic resistance
tetracycline derivative	SRR413629merged	3.23581053608942e-07	antibiotic resistance
tetracycline derivative	61_106_20121101_FRAG_BC_61_106_F3_61	4.14311866215809e-07	antibiotic resistance
tetracycline derivative	SRR413568merged	3.10650208560286e-07	antibiotic resistance
tetracycline derivative	Tomsk_2014_02_28_1_L01_08_50trimmed_T_F3	4.74948363916661e-07	antibiotic resistance
tetracycline derivative	SRR413582merged	6.68224147073412e-07	antibiotic resistance
tetracycline derivative	SRR413765merged	7.28588753109129e-07	antibiotic resistance
tetracycline derivative	MH0037_090122	3.41517760728357e-07	antibiotic resistance
tetracycline derivative	SRS022137	3.60957267188695e-07	antibiotic resistance
tetracycline derivative	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_10P	4.13060162423727e-07	antibiotic resistance
tetracycline derivative	SRR413612merged	4.59191702423442e-07	antibiotic resistance
tetracycline derivative	kazan5500_2014_03_31_1_L03_43BR_50trimmed_T_F3	3.12369341932702e-07	antibiotic resistance
tetracycline derivative	130_179_2_20120514_FRAG_BC_130_179_2_F3_179	4.51415133387388e-06	antibiotic resistance
tetracycline derivative	SRS045004	2.56384436466566e-07	antibiotic resistance
tetracycline derivative	SRR413637merged	8.71689738445139e-07	antibiotic resistance
tetracycline derivative	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_70	1.62480185335433e-06	antibiotic resistance
tetracycline derivative	Tomsk_2014_02_28_1_L02_L03_merg_27_50trimmed_T_F3	8.5429974295712e-07	antibiotic resistance
tetracycline derivative	Tomsk_2014_02_28_1_L02_L03_merg_35_50trimmed_T_F3	2.30946753606459e-07	antibiotic resistance
tetracycline derivative	SRR413766merged	3.31544929171564e-07	antibiotic resistance
tetracycline derivative	232_250_20111116_FRAG_BC_232_250_F3_242	4.17482386795076e-07	antibiotic resistance
tetracycline derivative	261_268_20111115_FRAG_BC_261_268_F3_267	4.22248862571512e-07	antibiotic resistance
tetracycline derivative	SRR413764merged	1.55238087357002e-07	antibiotic resistance
tetracycline derivative	211_251_20111102_FRAG_BC_211_251_F3_251	4.97381675739636e-07	antibiotic resistance
tetracycline derivative	SRR413606merged	2.25407129276293e-07	antibiotic resistance
tetracycline derivative	SRS058723	1.35400248531347e-07	antibiotic resistance
tetracycline derivative	MH0025_090121	5.17206329908729e-07	antibiotic resistance
tetracycline derivative	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_184	2.41377644910624e-07	antibiotic resistance
tetracycline derivative	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_43P	4.63423649635303e-07	antibiotic resistance
tetracycline derivative	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_40	5.37564783571049e-07	antibiotic resistance
tetracycline derivative	SRS054956	1.73630185183093e-07	antibiotic resistance
tetracycline derivative	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_63	1.31635631162045e-07	antibiotic resistance
tetracycline derivative	SRR413588merged	3.69887697360498e-07	antibiotic resistance
tetracycline derivative	SRR413757merged	3.93113434342513e-07	antibiotic resistance
tetracycline derivative	SRR413609merged	5.32167378997513e-07	antibiotic resistance
tetracycline derivative	Tomsk_2014_02_28_1_L01_14_50trimmed_T_F3	2.46734326861049e-07	antibiotic resistance
tetracycline derivative	SRR413610merged	3.19491945172023e-07	antibiotic resistance
tetracycline derivative	MH0009_090109	2.01506408087324e-07	antibiotic resistance
tetracycline derivative	261_268_20111115_FRAG_BC_261_268_F3_261	5.14472307363461e-07	antibiotic resistance
tetracycline derivative	211_251_20111102_FRAG_BC_211_251_F3_211	4.86572095010108e-07	antibiotic resistance
tetracycline derivative	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_89	3.1377424691001e-07	antibiotic resistance
tetracycline derivative	1P_phi2_20120514_FRAG_BC_1P_phi2_F3_1P	4.14171761558058e-07	antibiotic resistance
tetracycline derivative	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_15	2.68539270299208e-07	antibiotic resistance
tetracycline derivative	202_209_20111028_FRAG_BC_202_209_F3_203	3.86700730982059e-07	antibiotic resistance
tetracycline derivative	61_106_20121101_FRAG_BC_61_106_F3_105	3.34756599828695e-07	antibiotic resistance
tetracycline derivative	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_315	4.08078233963743e-07	antibiotic resistance
tetracycline derivative	SRR413708merged	3.59251411311072e-07	antibiotic resistance
tetracycline derivative	MH0038_090122	3.97313462420033e-07	antibiotic resistance
tetracycline derivative	77_Omsk_20120215_FRAG_BC_77_Omsk_F3_180	5.71204387155518e-07	antibiotic resistance
tetracycline derivative	130_179_2_20120514_FRAG_BC_130_179_2_F3_178	3.39314211174594e-07	antibiotic resistance
tetracycline derivative	232_250_20111116_FRAG_BC_232_250_F3_250	3.36739063780009e-07	antibiotic resistance
tetracycline derivative	SRR413600merged	3.69051729426768e-07	antibiotic resistance
tetracycline derivative	SRR413591merged	3.84774340003365e-07	antibiotic resistance
tetracycline derivative	SRR413602merged	2.67339410105577e-07	antibiotic resistance
tetracycline derivative	SRR413585merged	9.20706969939757e-07	antibiotic resistance
tetracycline derivative	232_250_20111116_FRAG_BC_232_250_F3_240	8.88677226269582e-07	antibiotic resistance
tetracycline derivative	SRS011529	2.80332677860396e-07	antibiotic resistance
tetracycline derivative	SRR413595merged	6.73117226442706e-07	antibiotic resistance
tetracycline derivative	SRR413713merged	3.9053223786905e-07	antibiotic resistance
tetracycline derivative	SRS015854	3.73242206535936e-07	antibiotic resistance
tetracycline derivative	61_106_20121101_FRAG_BC_61_106_F3_106	3.65850852333015e-07	antibiotic resistance
tetracycline derivative	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_313	4.23756358431849e-07	antibiotic resistance
tetracycline derivative	SRR413716merged	3.1301459585332e-07	antibiotic resistance
tetracycline derivative	222_257_20111020_FRAG_BC_222_257_F3_227	2.63915557524693e-07	antibiotic resistance
tetracycline derivative	SRR413573merged	2.99417539674596e-07	antibiotic resistance
aminoglycoside	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_T26	7.83651826493968e-09	antibiotic resistance
aminoglycoside	SRR413576merged	5.34694705943432e-08	antibiotic resistance
aminoglycoside	solid0717_20101126_FRAG_BC_1_Barcoded_pool_F3_Lib_41	4.07462828066663e-07	antibiotic resistance
aminoglycoside	SRR413639merged	2.48527043344666e-07	antibiotic resistance
aminoglycoside	SRR413584merged	1.62332364666806e-07	antibiotic resistance
aminoglycoside	SRR413624merged	1.27029377967445e-07	antibiotic resistance
aminoglycoside	105_117_3_20111028_FRAG_BC_105_117_3_F3_106	5.34632173366146e-08	antibiotic resistance
aminoglycoside	SRR413711merged	5.89678338947823e-08	antibiotic resistance
aminoglycoside	T1_T16_20140211_FRAG_BC_T1_T16_F3_T11	6.99521024194519e-08	antibiotic resistance
aminoglycoside	176_317_mix_20111217_FRAG_BC_176_317_mix_F3_314	2.03612868875163e-08	antibiotic resistance
aminoglycoside	T17_Br25_20140328_FRAG_BC_T17_Br25_F3_Br02	3.90105553618125e-08	antibiotic resistance
aminoglycoside	SRR413611merged	2.81602014503704e-08	antibiotic resistance
aminoglycoside	SRR413613merged	3.17145843138117e-08	antibiotic resistance
aminoglycoside	SRR413572merged	7.66358105500512e-08	antibiotic resistance
aminoglycoside	Tomsk_2014_02_28_1_L02_L03_merg_34_50trimmed_T_F3	5.36258473955682e-09	antibiotic resistance
aminoglycoside	BC_9_16_20111003_FRAG_BC_BC_1_8_20111003_F3_98	2.22528708479856e-08	antibiotic resistance
aminoglycoside	kazan5500_2014_03_31_1_L03_43BR_50trimmed_T_F3	1.89298468752304e-08	antibiotic resistance
aminoglycoside	SRR413761merged	5.17760684711188e-08	antibiotic resistance
aminoglycoside	MH0003_090107	1.5828671069255e-08	antibiotic resistance
aminoglycoside	kazan5500_2014_03_31_1_L01_17BR_50trimmed_T_F3	1.56223682921793e-09	antibiotic resistance
aminoglycoside	Spb_9_16_20110305_FRAG_BC_Spb_9_16_F3_68	3.88450932447447e-09	antibiotic resistance
aminoglycoside	SRS017521	3.84441453080039e-08	antibiotic resistance
